idade,renda,etnia,genero,casa_propria,outras_rendas,estado_civil,escolaridade,inadimplente
60,6866,Branco,Masculino,1,1,Viúvo,Fundamental,1
21,2061,Branco,Masculino,1,0,Viúvo,Fundamental,0
46,8001,Indígena,Feminino,0,1,Divorciado,Médio,0
62,3640,Negro,Feminino,0,1,Viúvo,Pós-graduação,0
25,4980,Indígena,Masculino,1,0,Casado,Fundamental,1
37,3545,Indígena,Masculino,1,1,Casado,Pós-graduação,0
64,2975,Pardo,Feminino,0,0,Casado,Médio,0
24,3472,Branco,Masculino,1,0,Divorciado,Médio,0
18,5868,Branco,Feminino,1,0,Divorciado,Fundamental,1
42,7263,Amarelo,Masculino,0,1,Solteiro,Médio,1
43,5505,Branco,Feminino,0,1,Viúvo,Fundamental,0
26,4411,Negro,Masculino,1,0,Viúvo,Médio,0
40,2213,Indígena,Feminino,0,1,Divorciado,Fundamental,0
57,2075,Negro,Feminino,1,1,Divorciado,Médio,0
19,3121,Amarelo,Masculino,1,1,Solteiro,Fundamental,0
43,5484,Branco,Masculino,0,0,Divorciado,Pós-graduação,0
31,9692,Amarelo,Masculino,0,0,Viúvo,Fundamental,0
61,6251,Pardo,Feminino,1,1,Viúvo,Médio,0
48,5302,Pardo,Masculino,1,0,Solteiro,Médio,0
43,2134,Amarelo,Feminino,1,1,Casado,Superior,1
66,6233,Amarelo,Masculino,1,0,Solteiro,Superior,0
36,5520,Branco,Masculino,0,0,Divorciado,Pós-graduação,0
55,4663,Negro,Feminino,0,0,Viúvo,Fundamental,1
22,8470,Branco,Masculino,0,0,Divorciado,Pós-graduação,1
23,3837,Amarelo,Masculino,1,1,Divorciado,Fundamental,0
52,5172,Indígena,Feminino,1,0,Viúvo,Fundamental,0
33,6955,Amarelo,Feminino,0,0,Divorciado,Fundamental,0
48,2043,Pardo,Feminino,0,0,Viúvo,Pós-graduação,1
35,9081,Pardo,Masculino,1,0,Solteiro,Fundamental,0
31,3907,Indígena,Feminino,0,0,Casado,Fundamental,0
42,2518,Branco,Masculino,1,0,Viúvo,Fundamental,0
32,2875,Pardo,Masculino,1,1,Divorciado,Fundamental,1
43,5136,Pardo,Masculino,1,0,Casado,Pós-graduação,0
53,6996,Negro,Feminino,1,0,Solteiro,Superior,0
28,6404,Indígena,Masculino,0,1,Viúvo,Superior,1
54,6783,Pardo,Feminino,0,0,Viúvo,Superior,1
58,4490,Pardo,Masculino,1,1,Viúvo,Médio,0
54,8031,Pardo,Masculino,1,1,Casado,Fundamental,1
24,9426,Branco,Masculino,0,1,Solteiro,Superior,0
35,9147,Indígena,Masculino,0,1,Viúvo,Fundamental,1
67,7891,Negro,Masculino,0,1,Viúvo,Fundamental,0
37,4724,Pardo,Feminino,1,1,Divorciado,Superior,1
19,9420,Negro,Masculino,1,1,Casado,Pós-graduação,1
43,8814,Negro,Masculino,1,0,Solteiro,Fundamental,1
40,7151,Negro,Feminino,0,1,Viúvo,Superior,1
49,5053,Indígena,Feminino,0,1,Casado,Médio,1
30,7262,Indígena,Masculino,0,1,Solteiro,Pós-graduação,0
30,1451,Indígena,Feminino,1,0,Viúvo,Médio,1
34,9567,Amarelo,Masculino,1,1,Casado,Médio,0
42,8439,Negro,Masculino,1,1,Solteiro,Médio,0
39,7380,Amarelo,Feminino,0,0,Divorciado,Médio,1
44,5961,Branco,Masculino,0,0,Solteiro,Pós-graduação,0
34,1348,Negro,Masculino,0,0,Viúvo,Médio,0
43,5832,Pardo,Feminino,1,1,Divorciado,Superior,0
55,4924,Negro,Feminino,1,0,Divorciado,Pós-graduação,1
31,9565,Indígena,Masculino,0,0,Casado,Fundamental,1
31,1608,Negro,Masculino,0,1,Viúvo,Fundamental,0
29,6981,Branco,Masculino,1,0,Solteiro,Médio,0
22,7539,Indígena,Masculino,1,1,Divorciado,Pós-graduação,1
54,3869,Indígena,Masculino,0,0,Solteiro,Pós-graduação,1
21,9236,Indígena,Masculino,0,0,Divorciado,Superior,0
46,2743,Pardo,Masculino,1,0,Casado,Médio,0
42,2056,Branco,Feminino,1,1,Viúvo,Pós-graduação,0
62,4626,Amarelo,Masculino,1,0,Divorciado,Fundamental,1
21,5627,Pardo,Feminino,0,0,Solteiro,Pós-graduação,1
67,6087,Amarelo,Masculino,1,0,Viúvo,Médio,1
33,9746,Indígena,Masculino,1,1,Casado,Superior,0
67,7997,Indígena,Feminino,1,1,Solteiro,Superior,0
19,5404,Amarelo,Feminino,0,0,Divorciado,Fundamental,1
40,8857,Negro,Masculino,1,1,Solteiro,Fundamental,0
21,8169,Branco,Masculino,1,1,Solteiro,Fundamental,0
37,1400,Negro,Masculino,0,0,Viúvo,Pós-graduação,0
34,1416,Indígena,Feminino,0,0,Viúvo,Pós-graduação,1
69,5163,Amarelo,Masculino,1,0,Casado,Médio,1
23,1704,Pardo,Feminino,1,0,Solteiro,Fundamental,0
35,4389,Indígena,Feminino,0,1,Viúvo,Fundamental,0
37,7468,Indígena,Masculino,0,0,Casado,Superior,1
56,9249,Pardo,Feminino,0,0,Viúvo,Superior,0
62,5598,Negro,Feminino,1,0,Casado,Médio,0
58,1315,Negro,Masculino,0,1,Solteiro,Fundamental,0
51,8543,Negro,Feminino,1,0,Divorciado,Fundamental,1
57,3084,Indígena,Feminino,0,1,Solteiro,Médio,0
63,2288,Branco,Feminino,1,1,Divorciado,Pós-graduação,0
41,8658,Amarelo,Masculino,0,0,Casado,Médio,0
35,4080,Amarelo,Masculino,0,0,Solteiro,Pós-graduação,0
47,9446,Branco,Feminino,1,0,Viúvo,Fundamental,1
18,7472,Negro,Feminino,1,0,Viúvo,Superior,1
40,1834,Amarelo,Feminino,1,1,Casado,Fundamental,1
46,3734,Negro,Masculino,0,1,Viúvo,Superior,0
58,5211,Indígena,Feminino,0,1,Solteiro,Fundamental,1
58,6521,Branco,Feminino,1,0,Solteiro,Superior,1
49,4728,Amarelo,Feminino,1,1,Divorciado,Pós-graduação,0
19,8021,Indígena,Feminino,1,0,Casado,Superior,1
65,6723,Branco,Feminino,0,1,Viúvo,Pós-graduação,0
53,7815,Indígena,Feminino,0,1,Casado,Fundamental,0
62,8294,Indígena,Feminino,0,0,Casado,Superior,0
34,9260,Pardo,Feminino,1,1,Divorciado,Pós-graduação,1
60,2907,Negro,Masculino,0,1,Viúvo,Pós-graduação,0
19,6618,Amarelo,Feminino,0,1,Viúvo,Pós-graduação,0
21,6847,Indígena,Feminino,1,1,Divorciado,Fundamental,1
61,4918,Indígena,Feminino,1,1,Casado,Pós-graduação,1
51,4894,Indígena,Feminino,1,0,Casado,Superior,1
18,3816,Branco,Feminino,1,1,Viúvo,Médio,0
40,8748,Pardo,Masculino,1,0,Divorciado,Médio,0
23,3831,Amarelo,Masculino,1,1,Viúvo,Superior,1
33,6590,Negro,Masculino,0,0,Divorciado,Médio,0
19,8270,Pardo,Masculino,1,0,Casado,Médio,1
63,6272,Branco,Masculino,0,1,Solteiro,Superior,0
69,2315,Pardo,Feminino,1,1,Casado,Superior,0
29,3768,Branco,Masculino,0,1,Divorciado,Superior,1
44,2033,Branco,Masculino,0,0,Casado,Pós-graduação,0
36,2601,Pardo,Feminino,1,0,Divorciado,Fundamental,1
45,7831,Amarelo,Masculino,1,1,Casado,Fundamental,0
52,2071,Branco,Masculino,0,0,Viúvo,Fundamental,1
68,7898,Negro,Feminino,0,1,Viúvo,Médio,0
60,6385,Amarelo,Masculino,1,1,Solteiro,Pós-graduação,1
21,6644,Indígena,Feminino,1,1,Casado,Fundamental,1
66,4729,Amarelo,Feminino,0,0,Viúvo,Fundamental,1
66,6821,Indígena,Feminino,0,0,Viúvo,Pós-graduação,0
24,5923,Amarelo,Feminino,1,1,Casado,Médio,0
54,5593,Amarelo,Masculino,1,1,Casado,Médio,1
68,4558,Pardo,Masculino,0,1,Solteiro,Fundamental,1
42,4523,Amarelo,Feminino,0,0,Divorciado,Pós-graduação,0
68,4980,Amarelo,Feminino,1,1,Casado,Pós-graduação,1
58,3163,Pardo,Feminino,1,0,Casado,Fundamental,0
34,5828,Indígena,Masculino,1,0,Viúvo,Superior,1
58,2224,Negro,Masculino,0,1,Casado,Superior,0
31,4021,Amarelo,Masculino,0,1,Solteiro,Superior,0
54,6290,Indígena,Feminino,1,1,Divorciado,Pós-graduação,1
19,5129,Indígena,Masculino,0,1,Viúvo,Médio,0
41,5653,Indígena,Feminino,1,1,Divorciado,Médio,1
32,5819,Pardo,Feminino,1,0,Solteiro,Fundamental,0
65,2474,Negro,Masculino,0,0,Viúvo,Superior,0
68,1801,Negro,Masculino,0,1,Casado,Médio,0
50,9539,Indígena,Feminino,0,1,Solteiro,Superior,0
29,4532,Negro,Masculino,0,1,Solteiro,Fundamental,1
36,6475,Negro,Masculino,1,0,Divorciado,Pós-graduação,0
69,3868,Amarelo,Feminino,0,0,Viúvo,Médio,1
64,7567,Pardo,Feminino,1,0,Viúvo,Superior,0
22,4077,Amarelo,Masculino,1,0,Divorciado,Médio,1
18,7405,Pardo,Masculino,0,1,Casado,Pós-graduação,0
60,7468,Indígena,Feminino,1,1,Solteiro,Pós-graduação,1
26,8495,Branco,Masculino,1,1,Casado,Médio,1
56,4578,Amarelo,Masculino,0,1,Viúvo,Fundamental,1
51,8763,Negro,Masculino,1,0,Viúvo,Superior,0
46,7612,Amarelo,Masculino,1,0,Casado,Fundamental,0
66,5046,Branco,Feminino,1,1,Solteiro,Fundamental,0
65,2696,Branco,Feminino,1,0,Viúvo,Pós-graduação,1
65,2172,Pardo,Feminino,0,1,Divorciado,Superior,0
63,3348,Negro,Masculino,0,0,Solteiro,Médio,1
19,3567,Negro,Feminino,1,1,Casado,Pós-graduação,1
36,3853,Negro,Masculino,1,0,Casado,Superior,1
45,2238,Branco,Feminino,1,0,Viúvo,Superior,0
52,6410,Pardo,Feminino,0,1,Viúvo,Médio,0
57,3488,Indígena,Feminino,0,0,Divorciado,Médio,1
68,8765,Pardo,Masculino,0,0,Divorciado,Pós-graduação,0
65,3522,Indígena,Feminino,0,1,Solteiro,Superior,0
39,9670,Branco,Masculino,0,1,Casado,Médio,1
21,1729,Amarelo,Feminino,0,1,Divorciado,Fundamental,1
25,5286,Indígena,Masculino,0,0,Solteiro,Superior,0
18,7214,Amarelo,Feminino,1,0,Casado,Médio,0
53,8487,Amarelo,Feminino,1,0,Casado,Médio,1
24,6151,Pardo,Masculino,0,0,Solteiro,Médio,0
42,9640,Pardo,Masculino,1,0,Viúvo,Superior,0
46,4214,Indígena,Masculino,1,1,Casado,Médio,1
18,1838,Amarelo,Masculino,1,0,Divorciado,Pós-graduação,0
35,7645,Branco,Masculino,1,1,Casado,Pós-graduação,1
21,5015,Pardo,Feminino,1,0,Casado,Médio,0
37,7660,Negro,Masculino,0,0,Divorciado,Superior,0
63,1416,Branco,Feminino,0,0,Solteiro,Pós-graduação,0
25,6762,Branco,Masculino,1,1,Casado,Médio,1
44,3171,Indígena,Masculino,1,1,Casado,Superior,0
67,9543,Negro,Masculino,0,0,Divorciado,Superior,1
56,8177,Negro,Masculino,1,1,Divorciado,Pós-graduação,1
52,7264,Negro,Masculino,1,0,Casado,Médio,0
42,9632,Pardo,Masculino,0,1,Viúvo,Superior,0
31,7958,Negro,Feminino,0,0,Casado,Superior,0
61,9474,Branco,Masculino,0,1,Solteiro,Médio,0
64,8939,Indígena,Masculino,0,1,Viúvo,Fundamental,1
57,6308,Pardo,Masculino,1,1,Divorciado,Fundamental,0
48,2953,Amarelo,Masculino,1,0,Divorciado,Superior,0
22,8097,Negro,Masculino,1,0,Casado,Pós-graduação,1
34,2098,Pardo,Feminino,0,1,Casado,Pós-graduação,1
27,2550,Indígena,Masculino,1,1,Solteiro,Superior,1
60,5798,Amarelo,Masculino,1,0,Viúvo,Pós-graduação,0
33,7465,Branco,Feminino,1,0,Viúvo,Superior,1
65,3669,Negro,Masculino,0,0,Solteiro,Médio,0
21,5922,Negro,Feminino,0,1,Viúvo,Pós-graduação,1
22,9436,Indígena,Masculino,1,0,Divorciado,Médio,0
59,4858,Pardo,Masculino,1,0,Casado,Superior,1
63,3128,Pardo,Feminino,1,1,Divorciado,Superior,0
58,2948,Amarelo,Masculino,0,1,Viúvo,Médio,0
67,2609,Negro,Masculino,1,1,Divorciado,Superior,1
37,1594,Indígena,Masculino,0,1,Solteiro,Pós-graduação,0
23,7745,Pardo,Feminino,1,0,Solteiro,Pós-graduação,1
28,4539,Negro,Feminino,0,0,Divorciado,Fundamental,1
34,8666,Pardo,Masculino,1,0,Solteiro,Superior,1
58,4633,Branco,Feminino,0,1,Divorciado,Pós-graduação,1
20,8471,Branco,Masculino,0,0,Divorciado,Superior,1
33,2324,Negro,Masculino,0,1,Divorciado,Pós-graduação,0
69,7115,Negro,Masculino,1,1,Divorciado,Pós-graduação,1
53,4143,Negro,Feminino,1,0,Viúvo,Fundamental,0
43,3950,Amarelo,Feminino,0,0,Solteiro,Pós-graduação,0
41,9607,Indígena,Masculino,1,1,Casado,Pós-graduação,1
64,3900,Amarelo,Feminino,1,1,Casado,Médio,0
51,8853,Branco,Masculino,1,1,Divorciado,Médio,1
37,7684,Branco,Feminino,1,1,Solteiro,Superior,1
34,5362,Branco,Masculino,1,0,Viúvo,Médio,1
68,3540,Pardo,Masculino,1,1,Casado,Médio,1
37,2235,Branco,Feminino,1,0,Viúvo,Superior,0
33,4015,Branco,Feminino,0,0,Viúvo,Fundamental,1
68,4302,Pardo,Feminino,1,1,Casado,Fundamental,0
66,5671,Negro,Feminino,0,1,Solteiro,Médio,0
21,6969,Indígena,Feminino,1,0,Solteiro,Pós-graduação,0
35,2686,Pardo,Masculino,1,1,Divorciado,Superior,1
53,5892,Amarelo,Feminino,0,1,Viúvo,Fundamental,1
52,2223,Branco,Masculino,0,0,Viúvo,Médio,0
47,7304,Indígena,Masculino,1,0,Solteiro,Médio,1
35,4262,Pardo,Feminino,1,1,Casado,Pós-graduação,0
38,8697,Pardo,Feminino,1,0,Divorciado,Superior,0
69,9177,Indígena,Feminino,1,1,Viúvo,Fundamental,0
49,4023,Indígena,Masculino,0,1,Casado,Superior,0
22,6414,Indígena,Masculino,0,1,Solteiro,Pós-graduação,0
58,8241,Amarelo,Masculino,0,0,Divorciado,Superior,1
40,2349,Branco,Feminino,1,1,Divorciado,Pós-graduação,1
47,8125,Pardo,Masculino,0,0,Viúvo,Fundamental,0
44,9107,Pardo,Feminino,1,1,Solteiro,Médio,0
32,5723,Indígena,Feminino,1,0,Viúvo,Superior,1
58,2452,Indígena,Feminino,0,0,Viúvo,Fundamental,1
31,2051,Indígena,Feminino,0,1,Casado,Superior,0
38,6185,Branco,Feminino,1,0,Divorciado,Pós-graduação,0
51,1622,Negro,Masculino,0,0,Divorciado,Superior,1
43,4454,Amarelo,Masculino,1,0,Solteiro,Fundamental,1
42,7781,Amarelo,Feminino,1,1,Divorciado,Fundamental,0
67,2941,Pardo,Masculino,1,1,Casado,Superior,0
62,7572,Negro,Feminino,1,0,Divorciado,Pós-graduação,0
48,1331,Branco,Masculino,0,0,Casado,Médio,0
65,3714,Amarelo,Masculino,1,0,Solteiro,Pós-graduação,0
23,3935,Indígena,Feminino,1,0,Solteiro,Médio,1
65,2263,Indígena,Feminino,0,1,Casado,Pós-graduação,0
21,8408,Pardo,Feminino,1,1,Divorciado,Médio,1
41,5218,Amarelo,Masculino,1,0,Divorciado,Pós-graduação,0
59,5924,Amarelo,Feminino,1,1,Solteiro,Médio,1
48,4969,Amarelo,Masculino,1,0,Viúvo,Médio,0
36,9704,Pardo,Masculino,1,0,Divorciado,Fundamental,1
28,9035,Pardo,Masculino,1,1,Casado,Fundamental,1
46,5401,Pardo,Masculino,0,1,Viúvo,Superior,0
22,3140,Branco,Feminino,1,0,Divorciado,Superior,1
35,9696,Pardo,Masculino,1,1,Casado,Fundamental,0
20,5364,Amarelo,Masculino,0,1,Solteiro,Fundamental,1
57,7776,Amarelo,Feminino,0,0,Solteiro,Pós-graduação,0
28,7041,Branco,Feminino,0,1,Casado,Fundamental,0
38,7187,Indígena,Masculino,0,0,Viúvo,Pós-graduação,0
47,2948,Amarelo,Feminino,0,0,Viúvo,Superior,0
36,9717,Indígena,Masculino,0,0,Casado,Pós-graduação,1
42,4091,Pardo,Feminino,1,0,Divorciado,Fundamental,1
52,1985,Indígena,Feminino,0,1,Casado,Médio,1
29,4256,Amarelo,Masculino,0,0,Solteiro,Superior,1
64,6883,Branco,Masculino,1,1,Viúvo,Médio,0
43,7293,Negro,Masculino,0,1,Casado,Fundamental,0
65,4451,Indígena,Feminino,0,1,Divorciado,Fundamental,0
22,8072,Indígena,Feminino,0,1,Solteiro,Superior,0
36,8545,Negro,Feminino,1,0,Casado,Fundamental,1
44,4522,Indígena,Feminino,1,1,Divorciado,Fundamental,0
55,2568,Indígena,Feminino,1,0,Viúvo,Fundamental,1
46,2272,Indígena,Masculino,0,1,Solteiro,Pós-graduação,1
29,6784,Pardo,Feminino,1,0,Divorciado,Fundamental,0
36,5897,Pardo,Masculino,1,1,Casado,Médio,0
26,6453,Indígena,Masculino,1,0,Casado,Médio,1
35,9141,Negro,Feminino,0,0,Solteiro,Fundamental,1
46,8790,Indígena,Masculino,1,0,Casado,Fundamental,0
20,7819,Indígena,Masculino,1,0,Solteiro,Pós-graduação,1
40,4611,Negro,Masculino,0,1,Divorciado,Superior,0
47,4194,Amarelo,Masculino,1,0,Viúvo,Fundamental,0
63,8796,Pardo,Masculino,0,1,Casado,Fundamental,0
41,7327,Negro,Masculino,0,1,Solteiro,Pós-graduação,0
54,6629,Branco,Feminino,1,0,Divorciado,Médio,0
54,1557,Indígena,Feminino,1,1,Viúvo,Fundamental,0
21,4619,Indígena,Masculino,1,0,Casado,Superior,0
45,9486,Branco,Masculino,0,0,Casado,Pós-graduação,1
33,8355,Amarelo,Feminino,1,0,Divorciado,Médio,0
30,5134,Negro,Feminino,0,0,Casado,Superior,0
25,8965,Amarelo,Feminino,1,1,Divorciado,Superior,1
65,7072,Branco,Masculino,0,0,Casado,Superior,0
42,3916,Indígena,Masculino,1,1,Viúvo,Fundamental,0
19,4856,Indígena,Feminino,0,1,Casado,Pós-graduação,0
47,9325,Branco,Feminino,0,1,Solteiro,Pós-graduação,0
57,9261,Branco,Feminino,1,0,Divorciado,Fundamental,0
20,4878,Branco,Feminino,1,0,Solteiro,Pós-graduação,1
40,4264,Amarelo,Feminino,0,1,Viúvo,Fundamental,0
46,6453,Indígena,Masculino,1,0,Casado,Superior,0
58,6588,Pardo,Feminino,0,0,Casado,Fundamental,0
47,6773,Negro,Feminino,1,0,Solteiro,Pós-graduação,1
28,2709,Indígena,Feminino,0,1,Viúvo,Pós-graduação,1
38,9501,Pardo,Masculino,1,0,Casado,Pós-graduação,0
44,6785,Branco,Feminino,0,1,Viúvo,Pós-graduação,1
41,5565,Negro,Masculino,0,0,Divorciado,Pós-graduação,0
69,4460,Indígena,Feminino,1,0,Casado,Fundamental,1
48,6899,Negro,Feminino,0,0,Viúvo,Fundamental,1
47,4863,Amarelo,Feminino,0,0,Casado,Fundamental,0
18,9222,Negro,Masculino,1,1,Solteiro,Médio,1
18,3975,Indígena,Masculino,1,1,Solteiro,Pós-graduação,1
25,4371,Branco,Feminino,1,1,Divorciado,Fundamental,0
65,4175,Branco,Masculino,0,0,Solteiro,Pós-graduação,0
59,3260,Negro,Feminino,0,0,Solteiro,Fundamental,0
51,1462,Indígena,Feminino,0,1,Viúvo,Pós-graduação,1
33,3604,Branco,Masculino,0,0,Viúvo,Fundamental,1
44,5194,Negro,Masculino,1,0,Viúvo,Médio,1
21,1591,Indígena,Feminino,0,1,Solteiro,Superior,0
36,3553,Branco,Feminino,0,1,Solteiro,Pós-graduação,1
46,5434,Amarelo,Masculino,0,1,Divorciado,Superior,1
58,3436,Pardo,Feminino,0,1,Divorciado,Superior,1
20,3226,Negro,Masculino,0,0,Solteiro,Superior,0
28,6782,Indígena,Feminino,0,1,Solteiro,Pós-graduação,1
25,2925,Indígena,Feminino,1,0,Solteiro,Fundamental,0
56,7386,Branco,Feminino,0,0,Solteiro,Fundamental,0
50,9538,Amarelo,Feminino,0,0,Casado,Pós-graduação,1
25,5479,Negro,Feminino,1,0,Divorciado,Pós-graduação,0
42,2454,Pardo,Feminino,1,1,Divorciado,Fundamental,0
41,2876,Branco,Masculino,1,1,Divorciado,Médio,1
43,5970,Negro,Masculino,1,0,Divorciado,Fundamental,0
43,6768,Negro,Masculino,0,0,Divorciado,Superior,0
34,5938,Negro,Masculino,0,0,Casado,Médio,1
44,4989,Indígena,Masculino,1,0,Divorciado,Superior,1
46,7261,Amarelo,Feminino,1,0,Divorciado,Pós-graduação,0
60,4610,Indígena,Masculino,1,1,Viúvo,Superior,1
56,6219,Branco,Masculino,1,0,Viúvo,Fundamental,1
26,3585,Pardo,Masculino,0,0,Viúvo,Fundamental,1
31,8527,Negro,Masculino,1,0,Casado,Fundamental,0
22,1838,Branco,Feminino,1,0,Viúvo,Médio,1
67,4091,Amarelo,Feminino,0,0,Viúvo,Superior,1
47,6351,Indígena,Masculino,0,1,Viúvo,Fundamental,1
45,3256,Amarelo,Feminino,0,1,Solteiro,Fundamental,1
62,4933,Amarelo,Feminino,0,0,Casado,Fundamental,0
54,6061,Branco,Masculino,1,0,Viúvo,Fundamental,0
25,1386,Branco,Feminino,0,1,Solteiro,Superior,0
32,5868,Branco,Feminino,1,0,Solteiro,Médio,0
45,2871,Amarelo,Masculino,0,1,Solteiro,Pós-graduação,1
53,3834,Negro,Masculino,0,0,Solteiro,Médio,0
50,3038,Branco,Masculino,1,0,Solteiro,Fundamental,0
23,5310,Indígena,Masculino,0,0,Viúvo,Superior,0
68,7769,Branco,Feminino,1,1,Solteiro,Superior,1
29,1433,Indígena,Masculino,0,1,Viúvo,Pós-graduação,1
24,6864,Branco,Masculino,0,0,Casado,Médio,0
62,5725,Branco,Feminino,1,1,Solteiro,Médio,1
45,7437,Pardo,Feminino,1,0,Casado,Fundamental,0
24,2714,Negro,Feminino,0,1,Divorciado,Superior,1
58,8623,Amarelo,Masculino,0,1,Casado,Médio,1
18,3837,Indígena,Masculino,1,0,Casado,Fundamental,1
41,8956,Negro,Feminino,0,1,Casado,Superior,1
62,6106,Pardo,Masculino,0,1,Divorciado,Médio,0
36,3485,Pardo,Masculino,0,1,Casado,Pós-graduação,1
49,9242,Branco,Feminino,0,0,Viúvo,Pós-graduação,1
47,4591,Indígena,Feminino,1,1,Viúvo,Pós-graduação,1
18,4190,Negro,Masculino,0,1,Casado,Médio,1
49,7898,Indígena,Feminino,1,1,Divorciado,Superior,0
37,7433,Indígena,Masculino,0,0,Divorciado,Pós-graduação,1
38,8808,Amarelo,Feminino,0,0,Viúvo,Fundamental,0
36,2203,Branco,Masculino,1,1,Solteiro,Fundamental,1
47,7645,Pardo,Masculino,0,1,Viúvo,Médio,0
67,2054,Amarelo,Feminino,0,0,Divorciado,Superior,1
45,2971,Pardo,Feminino,1,0,Solteiro,Superior,1
49,1913,Negro,Masculino,0,1,Viúvo,Médio,1
47,3316,Amarelo,Feminino,0,0,Divorciado,Pós-graduação,0
40,8040,Pardo,Feminino,1,1,Casado,Pós-graduação,1
44,9108,Indígena,Masculino,0,1,Casado,Superior,1
54,5475,Indígena,Feminino,0,1,Solteiro,Superior,1
43,7475,Branco,Feminino,1,1,Solteiro,Superior,0
20,3657,Pardo,Masculino,0,1,Casado,Pós-graduação,0
48,7516,Amarelo,Masculino,1,0,Casado,Fundamental,0
19,8143,Negro,Feminino,1,1,Casado,Fundamental,0
27,4375,Indígena,Feminino,0,0,Viúvo,Superior,0
55,4756,Amarelo,Masculino,1,1,Divorciado,Superior,0
36,9306,Branco,Feminino,0,1,Solteiro,Pós-graduação,1
48,9097,Branco,Masculino,1,1,Viúvo,Médio,0
46,5036,Negro,Masculino,0,1,Solteiro,Médio,1
42,5396,Indígena,Feminino,0,0,Viúvo,Superior,0
49,7875,Pardo,Feminino,0,1,Solteiro,Superior,1
34,3628,Pardo,Feminino,1,1,Divorciado,Fundamental,1
68,7415,Indígena,Masculino,1,1,Viúvo,Superior,1
62,5840,Negro,Feminino,0,1,Casado,Superior,1
66,1342,Negro,Feminino,1,1,Solteiro,Médio,1
40,6018,Branco,Feminino,1,1,Solteiro,Pós-graduação,0
35,8641,Pardo,Feminino,0,1,Viúvo,Médio,1
28,6787,Branco,Masculino,0,0,Casado,Fundamental,1
69,1640,Pardo,Masculino,1,1,Solteiro,Médio,1
37,5396,Amarelo,Feminino,1,0,Solteiro,Médio,1
30,6230,Amarelo,Feminino,0,1,Divorciado,Fundamental,1
41,9702,Negro,Feminino,0,0,Solteiro,Superior,1
60,4286,Pardo,Feminino,0,1,Viúvo,Pós-graduação,0
37,8202,Negro,Masculino,0,1,Viúvo,Médio,1
68,2223,Branco,Feminino,1,0,Solteiro,Fundamental,0
59,2427,Branco,Masculino,0,0,Casado,Fundamental,1
45,1626,Branco,Feminino,1,0,Divorciado,Médio,0
52,5741,Branco,Feminino,1,1,Viúvo,Superior,1
38,5224,Amarelo,Masculino,1,0,Solteiro,Superior,0
23,8739,Negro,Masculino,1,0,Viúvo,Médio,0
24,5481,Pardo,Feminino,0,1,Viúvo,Superior,0
46,5687,Pardo,Feminino,1,1,Viúvo,Superior,0
40,3184,Negro,Feminino,0,0,Viúvo,Médio,0
69,2270,Negro,Feminino,1,1,Divorciado,Médio,0
22,4626,Negro,Feminino,0,0,Viúvo,Fundamental,1
39,6769,Negro,Masculino,1,1,Viúvo,Superior,0
26,8985,Branco,Masculino,0,0,Viúvo,Pós-graduação,0
49,6212,Indígena,Masculino,0,1,Viúvo,Pós-graduação,1
27,8295,Pardo,Feminino,0,1,Viúvo,Médio,1
63,9421,Pardo,Masculino,1,1,Viúvo,Pós-graduação,1
60,9753,Pardo,Feminino,0,1,Viúvo,Pós-graduação,1
66,9484,Pardo,Masculino,0,0,Solteiro,Pós-graduação,1
45,6635,Amarelo,Masculino,0,1,Divorciado,Superior,1
28,4897,Amarelo,Feminino,1,0,Casado,Fundamental,0
24,4410,Negro,Masculino,0,1,Casado,Superior,1
47,2900,Negro,Masculino,0,1,Solteiro,Pós-graduação,1
60,4103,Amarelo,Feminino,0,0,Viúvo,Fundamental,1
62,1924,Branco,Feminino,0,1,Divorciado,Fundamental,0
68,6868,Negro,Masculino,0,0,Viúvo,Fundamental,0
55,9747,Branco,Feminino,0,0,Divorciado,Pós-graduação,1
51,9422,Amarelo,Masculino,0,0,Viúvo,Superior,1
63,1718,Branco,Masculino,0,0,Solteiro,Superior,0
45,7958,Branco,Feminino,1,1,Casado,Pós-graduação,1
49,5160,Branco,Feminino,1,1,Casado,Superior,1
33,4766,Negro,Feminino,0,1,Solteiro,Pós-graduação,1
56,2787,Branco,Feminino,1,1,Viúvo,Médio,1
18,3715,Negro,Masculino,0,0,Viúvo,Pós-graduação,1
51,3750,Indígena,Feminino,1,1,Divorciado,Superior,1
58,1407,Branco,Feminino,1,0,Casado,Médio,1
40,4430,Indígena,Masculino,1,0,Solteiro,Médio,1
67,3295,Branco,Masculino,0,1,Divorciado,Fundamental,1
37,5316,Indígena,Feminino,0,1,Solteiro,Superior,1
35,6672,Amarelo,Feminino,1,0,Viúvo,Pós-graduação,1
35,2705,Indígena,Masculino,1,1,Solteiro,Superior,1
59,6240,Indígena,Feminino,1,1,Divorciado,Superior,1
57,8813,Pardo,Masculino,0,0,Solteiro,Pós-graduação,0
38,9648,Indígena,Masculino,0,0,Solteiro,Médio,1
25,6455,Indígena,Masculino,0,0,Casado,Fundamental,0
51,4275,Negro,Masculino,0,1,Casado,Pós-graduação,1
67,7075,Branco,Feminino,1,0,Divorciado,Pós-graduação,0
28,4322,Pardo,Feminino,0,1,Divorciado,Médio,1
